CÓDIGO,CUENTA,PICHINCHA,PRODUBANCO
450120                          ,Aportes al IESS,"3,131,669","1,238,103"
450125                          ,Impuesto a la renta del personal,0,0
450130                          ,Pensiones y jubilaciones,"1,621,949","900,000"
450135                          ,Fondo de reserva IESS,0,"802,149"
450190                          ,Otros,"3,810,562","1,755,432"
4502                            ,Honorarios,"22,141,688","1,642,454"
450205                          ,Directores,"117,840","108,000"
450210                          ,Honorarios profesionales,"22,023,848","1,534,454"
4503                            ,Servicios varios,"44,414,146","23,388,453"
450305                          ,"Movilización, fletes y embalajes","895,283","176,523"
450310                          ,Servicios de guardianía,"1,518,931","568,331"
450315                          ,Publicidad y propaganda,"5,031,087","4,436,135"
450320                          ,Servicios básicos,"2,751,476","1,072,296"
450325                          ,Seguros,"2,592,254","175,385"
450330                          ,Arrendamientos,"3,849,951","1,205,537"
450390                          ,Otros servicios,"27,775,165","15,754,248"
4504                            ,"Impuestos, contribuciones y multas","26,466,908","12,030,434"
450405                          ,Impuestos Fiscales,"4,620,212","1,238,813"
450410                          ,Impuestos Municipales,"1,637,364","722,067"
450415                          ,Aportes a la Superintendencia de Bancos y Seguros,"3,848,622","1,729,528"
450420                          ,Aportes al COSEDE por prima fija,"15,644,124","6,986,478"
450421                          ,Aportes al COSEDE por prima ajustada,"521,471","232,883"
450430                          ,Multas y otras sanciones,"2,247",0
450490                          ,Impuestos y aportes para otros organismos e instituciones,"192,868","1,120,665"
4505                            ,Depreciaciones,"7,429,283","1,802,367"
450505                          ,Bienes arrendados,"6,747","49,910"
450510                          ,Bienes no utilizados por la institución,"24,444","9,081"
450515                          ,Edificios,"778,580","348,915"
450520                          ,Otros locales,0,0
450525                          ,"Muebles, enseres y equipos de oficina","1,339,159","245,116"
450530                          ,Equipos de computación,"5,277,934","1,077,657"
450535                          ,Unidades de transporte,"2,378","71,688"
450540                          ,Equipos de construcción,0,0
450545                          ,Equipo de ensilaje,0,0
450590                          ,Otros,40,0
4506                            ,Amortizaciones,"3,807,712","2,780,094"
450605                          ,Gastos anticipados,0,"7,283"
450610                          ,Gastos de constitución y organización,0,50
450615                          ,Gastos de instalación,0,0
450620                          ,Estudios,"2,406,582",140
450625                          ,Programas de computación,"1,019,248","1,723,807"
450630                          ,Gastos de adecuación,"315,238","617,526"
450635                          ,Plusvalía mercantil,"66,644","431,289"
450690                          ,Otros,0,0
4507                            ,Otros gastos,"24,550,974","4,770,513"
450705                          ,Suministros diversos,"478,549","374,358"
450710                          ,Donaciones,"37,969","54,800"
450715                          ,Mantenimiento y reparaciones,"11,283,743","2,880,834"
450790                          ,Otros,"12,750,714","1,460,521"
46                              ,OTRAS PÉRDIDAS OPERACIONALES,"17,512,652","543,886"
4601                            ,Pérdida en acciones y participaciones,"14,919,172","538,801"
4602                            ,Pérdida en venta de bienes realizables y recuperados,0,"5,085"
4690                            ,Otras,"2,593,480",0
47                              ,OTROS GASTOS Y PÉRDIDAS,"4,997,008","482,733"
4701                            ,Pérdida en venta de bienes,"6,128","88,565"
4702                            ,Pérdida en venta de acciones y participaciones,0,0
4703                            ,INTERESES y comisiones devengados en ejercicios anteriores,"4,990,880","394,168"
4790                            ,Otros,0,0
48                              ,IMPUESTOS Y PARTICIPACIÓN A EMPLEADOS,"15,940,441","16,364,000"
4810                            ,Participación a empleados,"6,515,454","6,470,000"
4815                            ,Impuesto a la renta,"9,424,987","9,894,000"
4890                            ,Otros,0,0
5                               ,INGRESOS,"401,218,370","147,884,277"
51                              ,INTERESES Y DESCUENTOS GANADOS,"290,062,005","102,281,560"
5101                            ,Depósitos,"32,817","449,931"
510105                          ,Depósitos para encaje,"4,282",0
510110                          ,Depósitos en bancos y otras instituciones financieras,"4,487","438,147"
510115                          ,Overnight,"24,048","11,783"
5102                            ,Operaciones interbancarias,"3,928",0
510205                          ,Fondos interbancarios vendidos,"3,928",0
510210                          ,Operaciones de reporto,0,0
5103                            ,INTERESES y descuentos de inversiones en títulos valores,"20,404,934","2,542,785"
510305                          ,Inversiones a valor razonable con cambios en el estado de resultados,0,0
510310                          ,Disponibles para la venta,"18,923,273","2,482,563"
510315                          ,Mantenidas hasta el vencimiento,"1,481,661","30,529"
510320                          ,De disponibilidad restringida,0,"29,693"
5104                            ,INTERESES Y DESCUENTOS DE CARTERA DE CRÉDITOS,"268,952,314","99,288,844"
510405                          ,CARTERA DE CRÉDITOS PRODUCTIVO,"59,848,538","47,384,503"
510410                          ,CARTERA DE CRÉDITOS DE CONSUMO ,"106,972,829","39,375,766"
510415                          ,CARTERA DE CRÉDITOS INMOBILIARIO,"15,412,108","5,996,901"
510420                          ,CARTERA DE CRÉDITOS PARA MICROCRÉDITO,"61,560,484","890,264"
510427                          ,CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,"1,039,081",0
510428                          ,CARTERA DE CRÉDITO EDUCATIVO,"415,501","19,705"
510430                          ,CARTERA DE CRÉDITO REFINANCIADA,"5,076,896","658,875"
510435                          ,CARTERA DE CRÉDITO REESTRUCTURADA,"13,703,918","3,468,161"
510450                          ,DE MORA,"4,909,988","1,059,790"
510455                          ,DESCUENTOS DE CARTERA COMPRADA,"12,973","434,879"
5190                            ,Otros INTERESES y descuentos,"668,012",0
519005                          ,Por pagos por cuenta de clientes,0,0
519090                          ,Otros,"668,012",0
52                              ,COMISIONES GANADAS,"4,834,212","6,473,271"
5201                            ,Cartera de créditos,0,0
520105                          ,Cartera de créditos productivo,0,0
520110                          ,Cartera de créditos de consumo,0,0
520115                          ,Cartera de créditos de vivienda,0,0
520120                          ,Cartera de créditos PARA MICROCRÉDITO,0,0
520125                          ,Cartera de créditos reestructurada,0,0
5202                            ,Deudores por aceptación,0,0
5203                            ,Avales,"632,187","114,330"
5204                            ,Fianzas,"2,018,831","1,044,404"
5205                            ,Cartas de Crédito,"354,143","691,326"
5290                            ,Otras,"1,829,052","4,623,212"
53                              ,UTILIDADES FINANCIERAS,"6,405,517","2,588,807"
5301                            ,Ganancia en cambio,0,"1,420,388"
5302                            ,En valuación de inversiones,"6,274,479","1,094,053"
5303                            ,En venta de activos productivos,"11,561","20,575"
530305                          ,En venta de inversiones,"11,561","20,575"
530310                          ,En venta de cartera de créditos,0,0
530390                          ,Otras,0,0
5304                            ,Rendimientos por fideicomiso mercantil,"115,880","48,363"
5305                            ,Arrendamiento financiero,"3,598","5,427"
54                              ,INGRESOS POR SERVICIOS,"46,588,351","20,251,560"
5404                            ,Manejo y cobranzas,0,"33,009"
5406                            ,Servicios financieros con cargo máximo,"26,698,855","14,229,492"
540601                          ,Servicios con cuentas,"8,708,467","1,641,368"
540602                          ,Servicios con cheques,"1,960,742","681,722"
540603                          ,Servicios con tarjetas,"9,588,704","4,446,217"
540604                          ,Servicios con otros valores,0,0
540605                          ,Servicios de transferencias,"2,756,500","2,967,143"
540606                          ,Servicios de giros y remesas,0,0
540607                          ,Servicios transaccionales,0,0
540608                          ,Servicios de cobros y pagos,"108,450","539,861"
540609                          ,Servicios de recuperación de cartera,0,"1,910,359"
540610                          ,Servicios de custodia,0,0
540611                          ,Servicios de gestión de facturas,0,0
540612                          ,Servicios de planes de recompensa,"2,067,380","1,141,195"
540613                          ,Servicios de prestaciones en el exterior,"1,146,172","619,193"
540614                          ,Servicios de seguridad,127,"187,776"
540615                          ,Servicios de transporte de valores,0,0
540616                          ,Servicios de soporte de cuentas,0,0
540617                          ,Servicios de gestión de documentos,"12,796","10,828"
540618                          ,Servicios de certificaciones,"349,519","83,830"
540619                          ,Servicios de soporte empresarial,0,0
540620                          ,Servicios de publicaciones,0,0
540621                          ,Otros servicios de soporte,0,0
540690                          ,Otros servicios financieros con cargo máximo,0,0
5407                            ,Servicios financieros con cargo diferenciado,"19,889,495","5,989,058"
540701                          ,Servicios con cuentas,"453,597","21,192"
540702                          ,Servicios con cheques,11,"8,399"
540703                          ,Servicios con tarjetas,"4,950,290","3,530,395"
540704                          ,Servicios con otros valores,0,0
540705                          ,Servicios de transferencias,"920,242","10,715"
540706                          ,Servicios de giros y remesas,"30,280",0
540707                          ,Servicios transaccionales,0,0
540708                          ,Servicios de cobros y pagos,"9,919,281","1,532,353"
540709                          ,Servicios de recuperación de cartera,0,0
540710                          ,Servicios de custodia,"23,093","787,315"
540711                          ,Servicios de gestión de facturas,0,0
540712                          ,Servicios de planes de recompensa,0,0
540713                          ,Servicios de prestaciones en el exterior,0,0
540714                          ,Servicios de seguridad,0,0
540715                          ,Servicios de transporte de valores,0,0
540716                          ,Servicios de soporte de cuentas,0,"71,675"
540717                          ,Servicios de gestión de documentos,"41,886","26,681"
540718                          ,Servicios de certificaciones,0,0
540719                          ,Servicios de soporte empresarial,0,0
540720                          ,Servicios de publicaciones,"3,550,815",0
540721                          ,Otros servicios de soporte,0,334
5490                            ,Otros servicios,0,0
55                              ,OTROS INGRESOS OPERACIONALES,"30,239,356","4,302,632"
5501                            ,Utilidades en acciones y participaciones,"20,834,510","1,248,215"
5502                            ,Utilidad en venta de bienes realizables y recuperados,0,0
5590                            ,Otros,"9,404,846","3,054,417"
56                              ,OTROS INGRESOS,"23,088,928","11,986,448"
5601                            ,Utilidad en venta de bienes,"1,350,047","9,148"
5602                            ,Utilidad en venta de acciones y participaciones,0,"71,580"
5603                            ,Arrendamientos,"565,045","388,067"
5604                            ,Recuperaciones de activos financieros,"19,975,926","9,916,847"
560405                          ,De activos castigados,"11,009,839","9,328,718"
560410                          ,Reversión de provisiones,"2,939,325","292,056"
560415                          ,Devolución de impuestos y multas,0,0
560420                          ,INTERESES y comisiones de ejercicios anteriores,"6,026,763","296,074"
5690                            ,Otros,"1,197,911","1,600,806"
59                              ,Pérdidas y ganancias,0,0
6                               ,CUENTAS CONTINGENTES,"4,266,261,122","1,666,893,864"
61                              ,DEUDORAS,"262,738,628","3,131,355"
6101                            ,Compras a futuro de moneda extranjera,"182,988,628","3,131,355"
610105                          ,A término no negociables,"118,039,668","3,131,355"
610110                          ,A término negociables,0,0
610115                          ,Con pacto de retroventa,0,0
610120                          ,Opción de compra venta,"64,948,960",0
6102                            ,Ventas a futuro en moneda local,0,0
610205                          ,A término no negociables,0,0
610210                          ,A término negociables,0,0
610215                          ,Con pacto de retroventa,0,0
610220                          ,Opción de compra venta,0,0
6103                            ,Derechos en opciones,"79,750,000",0
6104                            ,Derechos por operaciones swap,0,0
6105                            ,Otras operaciones a futuro,0,0
6190                            ,Otras cuentas contingentes deudoras,0,0
64                              ,ACREEDORAS,"4,003,522,494","1,663,762,509"
6401                            ,Avales,"14,357,386","30,481,539"
640105                          ,Avales comunes,"14,357,386","28,981,539"
640110                          ,Avales con garantía de instituciones financieras del exterior,0,"1,500,000"
6402                            ,Fianzas y garantías,"523,330,722","230,350,591"
640205                          ,Garantías aduaneras,"12,944,962","30,226,161"
640210                          ,Garantías Corporación Financiera Nacional,0,0
640215                          ,Fianzas con garantía de instituciones financieras del exterior,"106,525,786","162,196,348"
640290                          ,Otras,"403,859,974","37,928,082"
6403                            ,Cartas de crédito,"54,641,826","114,098,186"
640305                          ,Emitidas por la institución,"54,015,955","100,623,043"
640310                          ,Emitidas por cuenta de la institución,0,"12,795,158"
640315                          ,Confirmadas,"625,871","679,985"
6404                            ,CRÉDITOS APROBADOS NO DESEMBOLSADOS,"2,741,194,183","1,285,700,839"
640405                          ,CARTERA DE CRÉDITOS PRODUCTIVO,"179,187,352","138,582,210"
640410                          ,CARTERA DE CRÉDITOS DE CONSUMO ,"2,524,743,359","1,142,272,098"
640415                          ,CARTERA DE CRÉDITOS INMOBILIARIO,0,0
640420                          ,CARTERA DE CRÉDITOS PARA MICROCRÉDITO,"37,263,473","4,846,531"
640440                          ,CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
640445                          ,CARTERA DE CRÉDITOS EDUCATIVO,0,0
6405                            ,Compromisos futuros,0,0
640505                          ,Riesgo asumido por cartera vendida,0,0
640510                          ,Riesgo asumido en cartera permutada,0,0
640515                          ,Factoring de importación,0,0
640590                          ,Otros compromisos,0,0
6407                            ,Compras a futuro en moneda local,0,0
640705                          ,A término no negociables,0,0
640710                          ,A término negociables,0,0
640715                          ,Con pacto de retroventa,0,0
640720                          ,Opción de compra - venta,0,0
6408                            ,Ventas a futuro en moneda extranjera,"596,548,376","3,131,355"
640805                          ,A término no negociables,"541,599,416","3,131,355"
640810                          ,A término negociables,0,0
640815                          ,Con pacto de retroventa,0,0
640820                          ,Opción de compra - venta,"54,948,960",0
6409                            ,Obligaciones en opciones,"73,450,000",0
6410                            ,Obligaciones por operaciones swap,0,0
6411                            ,Otras operaciones a futuro,0,0
6490                            ,Otras cuentas contingentes acreedoras,0,0
7                               ,CUENTAS DE ORDEN,"36,146,111,141","10,446,275,890"
71                              ,CUENTAS DE ORDEN DEUDORAS,"6,449,841,991","701,766,998"
7101                            ,Valores y bienes propios en poder de terceros,"2,133,608,858","1,852,053"
710105                          ,En cobranza,"64,936",0
710110                          ,En custodia,"2,126,711,833",0
710115                          ,Bienes entregados en arrendamiento financiero,"6,832,089","1,852,053"
710120                          ,Cánones en arrendamiento financiero vendidos,0,0
710125                          ,En comodato,0,0
710190                          ,Otros,0,0
7102                            ,ACTIVOS PROPIOS EN PODER DE TERCEROS ENTREGADOS EN GARANTÍA,"853,226,777","55,056,225"
710205                          ,Inversiones a valor RAZONABLE CON cambios en el estado de resultados,0,0
710210                          ,Inversiones disponibles para la venta,"69,297",0
710215                          ,Inversiones mantenidas hasta el vencimiento,0,0
710220                          ,Inversiones de disponibilidad restringida,"168,883,014","14,933,779"
710225                          ,CARTERA DE CRÉDITOS PRODUCTIVO,0,"9,153,175"
710230                          ,CARTERA DE CRÉDITOS DE CONSUMO,0,0
710235                          ,CARTERA DE CRÉDITO INMOBILIARIO,0,0
710240                          ,CARTERA DE CRÉDITOS PARA MICROCRÉDITO,0,0
710260                          ,CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
710261                          ,CARTERA DE CRÉDITO EDUCATIVO,0,0
710265                          ,CARTERA DE CRÉDITOS REFINANCIADA,0,0
710270                          ,CARTERA DE CRÉDITOS REESTRUCTURADA,0,0
710275                          ,Bienes muebles,0,0
710280                          ,Bienes inmuebles,"28,326,189","30,969,271"
710290                          ,Otros Activos,"655,948,277",0
7103                            ,Activos castigados,"595,761,468","207,085,486"
710305                          ,Inversiones,"394,074","47,882"
710310                          ,Cartera de créditos,"583,078,050","160,792,034"
710315                          ,Deudores por aceptación,0,0
710320                          ,Cuentas por cobrar,"12,100,204","46,245,569"
710325                          ,"Bienes realizables, adjudicados por pago y arrendamiento mercantil",0,0
710330                          ,Otros activos,"189,140",0
7104                            ,Líneas de crédito no utilizadas,0,"188,420,422"
710405                          ,Del país,0,"62,172,934"
710410                          ,Del exterior,0,"126,247,488"
7105                            ,Operaciones activas con empresas vinculadas,0,"726,544"
710505                          ,Inversiones,0,0
710510                          ,Cartera de créditos,0,"726,544"
710515                          ,Deudores por aceptación,0,0
710520                          ,Cuentas por cobrar,0,0
710525                          ,"Bienes realizables, adjudicados por pago y arrendamiento mercantil",0,0
710530                          ,Otros activos,0,0
710535                          ,Operaciones contingentes,0,0
7106                            ,Operaciones activas con entidades del grupo financiero,"598,960,049","7,261,408"
710605                          ,Inversiones,"486,917,926","5,565,385"
710610                          ,Cartera de créditos,"97,394,184","193,941"
710615                          ,Deudores por aceptación,0,0
710620                          ,Cuentas por cobrar,"14,647,939","1,500,977"
710625                          ,"Bienes realizables, adjudicados por pago y arrendamiento mercantil",0,0
710630                          ,Otros activos,0,"1,105"
710635                          ,Operaciones contingentes,0,0
7107                            ,CARTERA DE CRÉDITOS Y OTROS ACTIVOS EN DEMANDA JUDICIAL,"346,827,611","94,371,791"
710705                          ,PRODUCTIVO,"101,455,086","17,161,676"
710710                          ,CONSUMO,"49,085,882","46,252,600"
710715                          ,INMOBILIARIO,"34,752,435","8,681,076"
710720                          ,PARA MICROCRÉDITO,"13,687,580","1,092,051"
710740                          ,CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,"5,201,520",0
710741                          ,CARTERA DE CRÉDITO EDUCATIVO,0,0
710745                          ,REFINANCIADA,"18,985,256","5,790,336"
710750                          ,REESTRUCTURADA,"123,659,851","15,394,051"
710755                          ,INVERSIONES,0,0
710760                          ,CUENTAS POR COBRAR,0,0
710790                          ,OTROS ACTIVOS,0,0
7109                            ,"INTERESES, COMISIONES E INGRESOS EN SUSPENSO","516,890,572","11,951,371"
710905                          ,CARTERA DE CRÉDITOS PRODUCTIVO,"164,060,165","2,722,420"
710910                          ,CARTERA DE CRÉDITOS DE CONSUMO,"171,397,318","6,126,377"
710915                          ,CARTERA DE CRÉDITO INMOBILIARIO,"26,196,821","773,293"
710920                          ,CARTERA DE CRÉDITOS PARA MICROCRÉDITO,"26,557,183","72,581"
710940                          ,CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,"71,531",0
710941                          ,CARTERA DE CRÉDITO EDUCATIVO,"8,864","3,121"
710945                          ,CARTERA DE CRÉDITOS REFINANCIADA,"8,930,723","464,401"
710950                          ,CARTERA DE CRÉDITOS REESTRUCTURADA,"119,667,967","1,789,178"
710990                          ,OTROS,0,0
7110                            ,Contratos de arrendamiento mercantil financiero,"886,845","1,065,289"
711005                          ,Cánones por recibir,"206,056","180,467"
711010                          ,Opción de compra,"333,638","482,077"
711015                          ,Descuentos concedidos,"347,151","402,746"
7111                            ,Activos adquiridos,0,0
711105                          ,Operaciones interbancarias,0,0
711110                          ,Inversiones,0,0
711115                          ,"Cartera de créditos, deudores por aceptaciones y contingentes",0,0
711120                          ,Cuentas por cobrar,0,0
711125                          ,"Bienes realizables, adjudicados por pago, de arrendamiento mercantil y no utilizados por la institución",0,0
711130                          ,Propiedades y equipo,0,0
711135                          ,Otros activos,0,0
7112                            ,OBLIGACIONES EXTINGUIDAS POR ACUERDOS CONCORDATORIOS Y OTROS CONTRATOS,0,"891,418"
711205                          ,CARTERA DE CRÉDITO PRODUCTIVO,0,"782,334"
711210                          ,CARTERA DE CRÉDITO DE CONSUMO,0,"109,083"
711215                          ,CARTERA DE CRÉDITO DE VIVIENDA,0,0
711220                          ,CARTERA DE MICROCRÉDITOS,0,0
7113                            ,Inversiones por vencimiento,0,0
711305                          ,Corto plazo,0,0
711310                          ,Largo plazo,0,0
7114                            ,OBLIGACIONES EXTINGUIDAS POR OTROS CONTRATOS,0,0
711405                          ,CARTERA DE CRÉDITO PRODUCTIVO,0,0
711410                          ,CARTERA DE CRÉDITO DE CONSUMO,0,0
711415                          ,CARTERA DE CRÉDITO INMOBILIARIO,0,0
711420                          ,CARTERA DE MICROCRÉDITOS,0,0
7117                            ,CARTERA ENTREGADA PARA PROCESOS DE TITULARIZACIÓN,"597,518,807","6,440,077"
711710                          ,CARTERA DE CRÉDITO PRODUCTIVO,0,0
711720                          ,CARTERA DE CRÉDITO DE CONSUMO ,0,0
711730                          ,CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,"427,790,209",0
711735                          ,CARTERA DE CRÉDITO INMOBILIARIO,"169,728,598","6,440,077"
711740                          ,CARTERA DE CRÉDITO PARA MICROCRÉDITO,0,0
711745                          ,CARTERA DE CRÉDITO EDUCATIVO,0,0
7190                            ,Otras cuentas de orden deudoras,"806,161,004","126,644,914"
719005                          ,Cobertura de seguros,"530,602,748","35,279,797"
719010                          ,Multas e impuestos en reclamo,0,0
719015                          ,Títulos por emitir,0,0
719020                          ,Títulos emitidos no vendidos,"162,328,100",0
719025                          ,Títulos propia emisión recomprados,0,0
719035                          ,Títulos y cupones por incinerar,0,0
719045                          ,Títulos de inversiones comprados con pacto de reventa,0,0
719090                          ,Otras cuentas de orden,"113,230,156","91,365,117"
74                              ,CUENTAS DE ORDEN ACREEDORAS,"29,696,269,150","9,744,508,892"
7401                            ,VALORES Y BIENES RECIBIDOS DE TERCEROS,"28,160,662,618","8,818,946,692"
740105                          ,En cobranza ,"530,507,992","13,577,468"
740110                          ,Documentos en garantía ,"12,789,331,195","2,005,086,994"
740115                          ,Valores fiduciarios en garantía ,"553,228,344","158,931,294"
740120                          ,Bienes inmuebles en garantía ,"10,955,843,633","3,916,453,626"
740125                          ,Otros bienes en garantía ,"2,188,441,309","858,313,144"
740130                          ,En custodia ,"95,381,571","1,866,119,296"
740135                          ,En administración ,"445,512,380",0
740140                          ,En comodato ,0,0
740150                          ,Cartera de crédito productivo en administración ,0,0
740160                          ,Cartera de crédito de CONSUMO EN administración ,0,0
740170                          ,Cartera de crédito de vivienda de interés social y público en administración,"432,816,577",0
740175                          ,Cartera de crédito inmobiliario en administración ,"169,599,618","464,869"
740180                          ,Cartera de crédito PARA MICROCRÉDITO en administración ,0,0
740185                          ,Cartera de crédito educativo en administración,0,0
7402                            ,Operaciones pasivas con empresas vinculadas,"57,512,651","10,367,314"
740205                          ,Obligaciones con el público,"57,512,651","10,367,314"
740210                          ,Obligaciones interbancarias,0,0
740215                          ,Obligaciones inmediatas,0,0
740220                          ,Aceptaciones en circulación,0,0
740225                          ,Cuentas por pagar,0,0
740230                          ,Obligaciones financieras,0,0
740235                          ,Valores en circulación,0,0
740240                          ,Obligaciones convertibles en acciones y aportes para futura capitalización,0,0
740245                          ,Otros pasivos,0,0
740250                          ,Contingentes,0,0
7403                            ,Operaciones pasivas con empresas subsidiarias y afiliadas,"27,321,343","6,822,575"
740305                          ,Obligaciones con el público,"27,321,343","6,556,668"
740310                          ,Obligaciones interbancarias,0,0
740315                          ,Obligaciones inmediatas,0,0
740320                          ,Aceptaciones en circulación,0,0
740325                          ,Cuentas por pagar,0,"265,908"
740330                          ,Obligaciones financieras,0,0
740335                          ,Valores en circulación,0,0
740340                          ,Obligaciones convertibles en acciones y aportes para futura capitalización,0,0
740345                          ,Otros Pasivos,0,0
740350                          ,Contingentes,0,0
7404                            ,Depósitos y otras captaciones no cubiertas POR LA COSEDE,0,"16,785,347"
740405                          ,Obligaciones con el público,0,"16,785,347"
740410                          ,Obligaciones inmediatas,0,0
7406                            ,Deficiencia de provisiones,0,0
740605                          ,Inversiones,0,0
740610                          ,Cartera de créditos,0,0
740615                          ,Deudores por aceptación,0,0
740620                          ,Cuentas por cobrar,0,0
740625                          ,"Bienes realizables, adjudicados por pago y arrendamiento mercantil",0,0
740630                          ,Otros activos,0,0
740635                          ,Operaciones contingentes,0,0
7407                            ,Depósitos de entidades del sector público,"74,057,212","241,297,238"
740705                          ,Depósitos monetarios,"1,421,851","74,223,216"
740710                          ,Depósitos de ahorro,0,0
740715                          ,Otros depósitos,"13,622,334",0
740720                          ,Operaciones de reporto,0,0
740725                          ,Depósitos a plazo,"59,013,028","166,553,618"
740730                          ,Depósitos por confirmar,0,"520,404"
7408                            ,Origen del capital,"919,241,600","394,760,000"
740805                          ,Aportes en efectivo de accionistas o socios del país,"47,916,298","1,783,270"
740810                          ,Aportes en efectivo de accionistas o socios del exterior,0,0
740815                          ,Reinversión,"866,319,021","392,601,853"
740820                          ,Revalorización del Patrimonio,"4,984,262","374,877"
740825                          ,Reexpresión monetaria,"22,018",0
740830                          ,Participación minoritaria,0,0
7410                            ,Capital suscrito no pagado,0,0
7411                            ,Pasivos adquiridos,0,0
741105                          ,Depósitos a la vista,0,0
741110                          ,Operaciones de reporto,0,0
741115                          ,Depósitos a plazo,0,0
741120                          ,Operaciones interbancarias,0,0
741125                          ,Obligaciones inmediatas,0,0
741130                          ,Cuentas por pagar,0,0
741135                          ,Obligaciones financieras,0,0
741140                          ,Otros pasivos,0,0
7412                            ,Orden de prelación,0,0
741205                          ,Pasivos garantizados conforme a la ley,0,0
741210                          ,Costas judiciales causadas en interés común de los acreedores,0,0
741215                          ,Deudas con trabajadores e IESS,0,0
741220                          ,"Impuestos, tasas y contribuciones",0,0
741225                          ,Obligaciones por depósitos y captaciones del público,0,0
741230                          ,Otros créditos de acuerdo al orden y forma determinados en el Código Civil,0,0
741235                          ,"Accionistas, administradores y vinculados",0,0
7413                            ,Control de pasivos de entidades en saneamiento,0,0
741305                          ,Depósitos garantizados,0,0
741310                          ,Pasivos originados en el proceso de saneamiento,0,0
7414                            ,PROVISIONES CONSTITUIDAS,"416,928,697","110,695,649"
741401                          ,PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,"21,560,119","2,567,802"
741402                          ,PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,"2,119,908","575,585"
741403                          ,PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,"177,382","336,999"
741404                          ,PROVISIÓN CARTERA REFINANCIADA MICROCRÉDITO,"2,474,500","22,410"
741409                          ,PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,"32,046,664","6,301,014"
741410                          ,PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO ,"34,189,109","37,305,365"
741411                          ,PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,"16,470,532","4,236,294"
741412                          ,PROVISIÓN CARTERA REESTRUCTURADA MICROCRÉDITO,"28,121,280","408,112"
741417                          ,PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,0,0
741418                          ,PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE MICROCRÉDITO,0,0
741419                          ,PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CRÉDITO EDUCATIVO,0,0
741420                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,"150,463,003","35,235,741"
741421                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO ,"70,894,000","18,547,561"
741422                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,"25,950,000","4,403,936"
741423                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE MICROCRÉDITO,"32,074,000","754,829"
741428                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA REFINANCIADA,0,0
741429                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA REESTRUCTURADA,0,0
741431                          ,PROVISIÓN CARTERA REFINANCIADA DE VIVIENDA DE INTERÉS PÚBLICO,0,0
741432                          ,PROVISIÓN CARTERA REFINANCIADA EDUCATIVO,0,0
741435                          ,PROVISIÓN CARTERA REESTRUCTURADA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
741436                          ,PROVISIÓN CARTERA REESTRUCTURADA EDUCATIVO,0,0
741440                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
741441                          ,PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE CRÉDITO EDUCATIVO,"388,200",0
7415                            ,DEPÓSITOS O CAPTACIONES CONSTITUIDOS COMO GARANTÍA DE PRESTAMOS,0,"131,462,659"
741505                          ,CARTERA PRODUCTIVO,0,"92,209,906"
741510                          ,CARTERAS DE CONSUMO ,0,"37,292,210"
741515                          ,CARTERA INMOBILARIA,0,"122,815"
741520                          ,CARTERA DE MICROCRÉDITO,0,"1,837,729"
741540                          ,CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,0,0
741545                          ,CARTERA DE CRÉDITO EDUCATIVO,0,0
7416                            ,INTERESES pagados por depósitos o captaciones constituidos como garantía de préstamos,0,"3,284,612"
741605                          ,Depósitos a la vista,0,0
741610                          ,Depósitos a plazo,0,"3,284,612"
7417                            ,OPERACIONES DE FINANCIAMIENTO AFIANZADAS,0,0
741705                          ,CRÉDITOS PRODUCTIVOS,0,0
